id;month_year;employee_id;employee_name;gender;age;salary;function_group;company_name;company_city;company_state;company_type;const_site_category;pay_month
294732022-02-01;01/02/2022;29473;Ray Mueller;Male;33;1870;Professionals;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
298322022-02-01;01/02/2022;29832;Ralph Hoover;Male;27;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294602022-02-01;01/02/2022;29460;Daquan Meyers;Male;19;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
286262022-02-01;01/02/2022;28626;Rylan Cain;Male;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294972022-02-01;01/02/2022;29497;Joaquin Lamb;Female;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294242022-02-01;01/02/2022;29424;Ben Roman;Male;27;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
271872022-02-01;01/02/2022;27187;Darryl Solis;Male;26;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
300902022-02-01;01/02/2022;30090;Dandre Patrick;Male;20;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
304072022-02-01;01/02/2022;30407;Shamar Pratt;Male;25;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
304232022-02-01;01/02/2022;30423;Efrain Lara;Male;26;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
291802022-02-01;01/02/2022;29180;Nasir Morton;Male;27;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294222022-02-01;01/02/2022;29422;Alfred Cabrera;Male;20;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
291672022-02-01;01/02/2022;29167;Braydon Drake;Male;28;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
286242022-02-01;01/02/2022;28624;Dayton Stokes;Male;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
301362022-02-01;01/02/2022;30136;Cullen Shepherd;Male;21;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
304082022-02-01;01/02/2022;30408;Adolfo McBride;Male;24;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
280392022-02-01;01/02/2022;28039;Marquise Carson;Female;28;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294202022-02-01;01/02/2022;29420;Quintin Hess;Male;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
291692022-02-01;01/02/2022;29169;Nathanial Wilkins;Male;24;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
305402022-02-01;01/02/2022;30540;Jaylan Anthony;Male;27;1180,3;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
305392022-02-01;01/02/2022;30539;Jevon Richard;Male;25;1180,3;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
300962022-02-01;01/02/2022;30096;Vicente Aguirre;Male;18;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
301202022-02-01;01/02/2022;30120;Salvatore Fuentes;Male;27;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294302022-02-01;01/02/2022;29430;Nigel Velasquez;Male;26;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294292022-02-01;01/02/2022;29429;Asher Montoya;Female;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
296622022-02-01;01/02/2022;29662;Jaron Weiss;Male;27;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
280032022-02-01;01/02/2022;28003;Gunnar Briggs;Male;24;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294712022-02-01;01/02/2022;29471;Stefan Li;Male;21;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
296592022-02-01;01/02/2022;29659;Karl Pacheco;Male;28;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
301502022-02-01;01/02/2022;30150;Agustin Roth;Male;21;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
300872022-02-01;01/02/2022;30087;Humberto Ochoa;Male;22;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
300892022-02-01;01/02/2022;30089;Everett Nicholson;Male;28;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
293262022-02-01;01/02/2022;29326;Darien Trujillo;Male;19;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
292952022-02-01;01/02/2022;29295;Lewis Olsen;Male;19;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294942022-02-01;01/02/2022;29494;Brice Cervantes;Female;25;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
300932022-02-01;01/02/2022;30093;Easton Cardenas;Male;19;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294592022-02-01;01/02/2022;29459;Tobias Underwood;Male;18;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
280052022-02-01;01/02/2022;28005;Isaias Cochran;Male;20;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
274072022-02-01;01/02/2022;27407;Hudson Short;Female;26;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
294762022-02-01;01/02/2022;29476;Sterling Burnett;Female;24;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
233762022-02-01;01/02/2022;23376;Antoine Morrow;Male;28;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
283512022-02-01;01/02/2022;28351;Glenn Colon;Male;20;1870;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
296312022-02-01;01/02/2022;29631;Kane Bryan;Male;30;3000;Production Supervisors;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
284842022-02-01;01/02/2022;28484;Aron Petersen;Male;27;2422,85;Production Supervisors;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
258592022-02-01;01/02/2022;25859;Tylor Serrano;Male;37;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
181442022-02-01;01/02/2022;18144;Ezequiel McKenzie;Male;25;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-02
245582022-02-01;01/02/2022;24558;Mike Carey;Male;20;1859;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-02
305622022-02-01;01/02/2022;30562;Julien Kirk;Male;38;1170;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-02
285352022-02-01;01/02/2022;28535;Jayce Poole;Female;23;1212;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-02
306812022-02-01;01/02/2022;30681;Alonso Singleton;Male;25;1386,67;Production Supervisors;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-02
292392022-02-01;01/02/2022;29239;Romeo Gallegos;Male;23;1212;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-02
292562022-02-01;01/02/2022;29256;Deonte Calderon;Male;29;1212;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-02
282192022-02-01;01/02/2022;28219;Shaun Fleming;Male;31;1859;Professionals;The Landings at Ocean Breeze;Goiania;Goias;Construction Site;Residential;2022-02
283542022-02-01;01/02/2022;28354;Felix Wolfe;Male;28;1212;Assistants;The Landings at Ocean Breeze;Goiania;Goias;Construction Site;Residential;2022-02
259192022-02-01;01/02/2022;25919;Tyrone Le;Male;19;1236,4;Assistants;The Landings at Ocean Breeze;Goiania;Goias;Construction Site;Residential;2022-02
307952022-03-01;01/03/2022;30795;Cruz Abbott;Male;25;1935,48;Administration;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-03
237062022-03-01;01/03/2022;23706;Paul Long;Male;33;1970,58;Professionals;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-03
180152022-03-01;01/03/2022;18015;Brendan Foster;Male;21;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-03
229832022-03-01;01/03/2022;22983;Jeremiah Sanders;Male;25;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-03
180852022-03-01;01/03/2022;18085;Xavier Ross;Male;24;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-03
181052022-03-01;01/03/2022;18105;Jeffrey Morales;Male;28;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-03
244042022-03-01;01/03/2022;24404;Tristan Powell;Male;31;1739,3;Professionals;The Heights at Riverfront;Palmas;Tocantins;Construction Site;Residential;2022-03
180532022-03-01;01/03/2022;18053;Jalen Sullivan;Male;25;1212;Assistants;The Heights at Riverfront;Palmas;Tocantins;Construction Site;Residential;2022-03
179422022-03-01;01/03/2022;17942;Jorge Russell;Male;34;1739,3;Professionals;The Summit at Laurel Canyon;Palmas;Tocantins;Construction Site;Commercial;2022-03
224222022-03-01;01/03/2022;22422;Edward Ortiz;Male;18;1212;Assistants;The Summit at Laurel Canyon;Palmas;Tocantins;Construction Site;Commercial;2022-03
249212022-03-01;01/03/2022;24921;Colton Jenkins;Male;30;1290,45;Professionals;The Enclave at Stonebridge;Palmas;Tocantins;Construction Site;Residential;2022-03
180032022-03-01;01/03/2022;18003;Wyatt Gutierrez;Male;23;1212;Assistants;The Enclave at Stonebridge;Palmas;Tocantins;Construction Site;Residential;2022-03
231782022-03-01;01/03/2022;23178;Joel Perry;Male;34;1859;Professionals;The Residences at Westlake;Goiania;Goias;Construction Site;Residential;2022-03
230012022-03-01;01/03/2022;23001;Maxwell Butler;Male;21;1212;Assistants;The Residences at Westlake;Goiania;Goias;Construction Site;Residential;2022-03
287752022-03-01;01/03/2022;28775;Aidan Barnes;Male;31;3000;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
299582022-03-01;01/03/2022;29958;Travis Fisher;Male;22;1870;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
287712022-03-01;01/03/2022;28771;Vincent Patterson;Male;37;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
290482022-03-01;01/03/2022;29048;Colin Coleman;Male;22;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
290462022-03-01;01/03/2022;29046;Dominic Simmons;Male;25;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
288752022-03-01;01/03/2022;28875;Derek Jordan;Male;32;1221;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
262882022-03-01;01/03/2022;26288;Oscar Reynolds;Male;18;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
298032022-03-01;01/03/2022;29803;Grant Hamilton;Male;23;1800;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
288082022-03-01;01/03/2022;28808;Mitchell Griffin;Male;22;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
294872022-03-01;01/03/2022;29487;Bradley Wallace;Male;36;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
294922022-03-01;01/03/2022;29492;Collin Alexander;Male;32;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
290562022-03-01;01/03/2022;29056;George Ramos;Male;27;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
288072022-03-01;01/03/2022;28807;Shawn Cole;Male;34;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
290552022-03-01;01/03/2022;29055;Ricardo West;Male;31;1221;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
301922022-03-01;01/03/2022;30192;Gregory Chavez;Male;19;950;Trainees;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
288442022-03-01;01/03/2022;28844;Francisco Gibson;Male;31;5300;Production Supervisors;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
303312022-03-01;01/03/2022;30331;Liam Bryant;Male;31;1870;Machine Operators;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
293872022-03-01;01/03/2022;29387;Kaleb Ellis;Male;33;1870;Machine Operators;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
291912022-03-01;01/03/2022;29191;Preston Stevens;Male;29;1870;Machine Operators;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
299912022-03-01;01/03/2022;29991;Owen Ford;Male;21;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
307612022-03-01;01/03/2022;30761;Deangelo Jefferson;Male;34;1508,06;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
297382022-03-01;01/03/2022;29738;Erik Murray;Male;30;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
308182022-03-01;01/03/2022;30818;Geoffrey Rosales;Male;32;1327,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
308212022-03-01;01/03/2022;30821;Elisha York;Female;37;1327,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
305312022-03-01;01/03/2022;30531;River Wall;Female;36;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
305362022-03-01;01/03/2022;30536;August Whitaker;Male;32;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
307602022-03-01;01/03/2022;30760;Moshe Christian;Male;24;1749,35;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
260532022-03-01;01/03/2022;26053;Diego Owens;Male;37;1798,83;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
300812022-03-01;01/03/2022;30081;Carter Wells;Male;27;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
291282022-03-01;01/03/2022;29128;Ivan Alvarez;Male;21;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
293922022-03-01;01/03/2022;29392;Fernando Ruiz;Male;19;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
305372022-03-01;01/03/2022;30537;Roderick Flowers;Male;21;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
297372022-03-01;01/03/2022;29737;Clayton Kennedy;Male;27;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
305352022-03-01;01/03/2022;30535;Clarence Bass;Male;23;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
293932022-03-01;01/03/2022;29393;Corey Harrison;Male;21;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
291842022-03-01;01/03/2022;29184;Javier Woods;Male;19;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
290532022-03-01;01/03/2022;29053;Johnathan Castillo;Male;22;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
299572022-03-01;01/03/2022;29957;Dustin McDonald;Male;19;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
297332022-03-01;01/03/2022;29733;Scott Olson;Male;23;2500;Production Supervisors;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
293292022-03-01;01/03/2022;29329;Manuel Webb;Male;29;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
238312022-03-01;01/03/2022;23831;Alan Tucker;Male;24;1859;Professionals;The Arbors at Willow Creek;Goiania;Goias;Construction Site;Commercial;2022-03
238322022-03-01;01/03/2022;23832;Raymond Freeman;Male;18;1212;Assistants;The Arbors at Willow Creek;Goiania;Goias;Construction Site;Commercial;2022-03
234652022-03-01;01/03/2022;23465;Brett Burns;Male;23;1870;Professionals;The Retreat at Oak Forest;Brasilia;Distrito Federal;Construction Site;Residential;2022-03
270402022-03-01;01/03/2022;27040;Andres Henry;Male;23;3000;Engineering;The Villas at Hunter's Glen;Palmas;Tocantins;Construction Site;Commercial;2022-03
236562022-03-01;01/03/2022;23656;Max Vasquez;Male;24;3884,5;Production Supervisors;The Villas at Hunter's Glen;Palmas;Tocantins;Construction Site;Commercial;2022-03
249412022-03-01;01/03/2022;24941;Gage Snyder;Male;23;1859;Administration;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
250142022-03-01;01/03/2022;25014;Mario Simpson;Male;19;3000;Engineering;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
98752022-03-01;01/03/2022;9875;Dawson Crawford;Male;25;2829,86;Administration;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
303992022-03-01;01/03/2022;30399;Dillon Jimenez;Male;24;2596,77;Engineering;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
281652022-03-01;01/03/2022;28165;Derick Davenport;Male;22;2596,77;Engineering;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
301572022-03-01;01/03/2022;30157;Cesar Porter;Male;18;2596,77;Engineering;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
298932022-03-01;01/03/2022;29893;Jakob Gordon;Male;36;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
298962022-03-01;01/03/2022;29896;Wesley Mason;Male;26;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
299532022-03-01;01/03/2022;29953;Levi Shaw;Male;21;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
248632022-03-01;01/03/2022;24863;Martin Wagner;Male;35;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
264742022-03-01;01/03/2022;26474;Malik Hunter;Male;32;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
301282022-03-01;01/03/2022;30128;Edgar Romero;Male;23;1859;Production Supervisors;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
283592022-03-01;01/03/2022;28359;Sergio Hicks;Male;38;2640;Production Supervisors;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
298812022-03-01;01/03/2022;29881;Roberto Stone;Male;29;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
298832022-03-01;01/03/2022;29883;Hector Holmes;Male;28;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
233072022-03-01;01/03/2022;23307;Brady Meyer;Male;26;5012,74;Production Supervisors;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
258352022-03-01;01/03/2022;25835;Conner Mills;Male;31;1349,18;Machine Operators;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
269092022-03-01;01/03/2022;26909;Erick Boyd;Male;32;1349,18;Machine Operators;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
271372022-03-01;01/03/2022;27137;Jonah Warren;Male;26;1212;Machine Operators;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
304352022-03-01;01/03/2022;30435;Edwin Fox;Male;36;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
298622022-03-01;01/03/2022;29862;Andre Rice;Male;29;1212;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
284452022-03-01;01/03/2022;28445;Emmanuel Rose;Male;37;1212;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
303742022-03-01;01/03/2022;30374;Chance Payne;Female;38;1559,16;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
289712022-03-01;01/03/2022;28971;Cade Arnold;Male;21;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
241452022-03-01;01/03/2022;24145;Abraham Kelley;Male;21;1212;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
232152022-03-01;01/03/2022;23215;Jaylen Castro;Male;34;1212;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
229972022-03-01;01/03/2022;22997;Derrick Spencer;Male;21;1212;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
292492022-03-01;01/03/2022;29249;Phillip Moreno;Male;34;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
285342022-03-01;01/03/2022;28534;Kenny Gross;Male;22;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
271182022-03-01;01/03/2022;27118;Landon Patel;Male;21;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
285862022-03-01;01/03/2022;28586;Frank Weaver;Male;22;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
284132022-03-01;01/03/2022;28413;Rafael Bradley;Female;25;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
289652022-03-01;01/03/2022;28965;Gerardo Gardner;Male;36;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
288832022-03-01;01/03/2022;28883;Abel Frazier;Male;38;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
264432022-03-01;01/03/2022;26443;Chad Berry;Male;25;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
286012022-03-01;01/03/2022;28601;Giovanni Ferguson;Male;29;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
303262022-03-01;01/03/2022;30326;Johnny Armstrong;Male;29;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
259182022-03-01;01/03/2022;25918;Colby Duncan;Male;36;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
289682022-03-01;01/03/2022;28968;Ruben Fernandez;Male;31;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
289692022-03-01;01/03/2022;28969;Trey Pierce;Male;33;1212;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
297142022-03-01;01/03/2022;29714;Jonathon Hart;Male;32;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
232392022-03-01;01/03/2022;23239;Trent Carroll;Male;26;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
232542022-03-01;01/03/2022;23254;Brayden Schmidt;Male;32;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
283612022-03-01;01/03/2022;28361;Griffin Hudson;Male;31;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
238912022-03-01;01/03/2022;23891;Damian Medina;Male;30;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
300582022-03-01;01/03/2022;30058;Marc Cunningham;Male;28;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
238902022-03-01;01/03/2022;23890;Donovan Ryan;Male;20;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
231802022-03-01;01/03/2022;23180;Pedro Stephens;Male;36;1139,39;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
300632022-03-01;01/03/2022;30063;Cory Elliott;Male;20;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
212412022-03-01;01/03/2022;21241;Braden Herrera;Male;27;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
254042022-03-01;01/03/2022;25404;Armando Andrews;Male;23;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
258872022-03-01;01/03/2022;25887;Kobe Johnston;Male;30;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
289542022-03-01;01/03/2022;28954;Marcos Ray;Male;36;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
291442022-03-01;01/03/2022;29144;Caden Lane;Male;22;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
237352022-03-01;01/03/2022;23735;Cooper Riley;Male;30;1859;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
305462022-03-01;01/03/2022;30546;Jamar Conley;Male;29;1244,32;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
302312022-03-01;01/03/2022;30231;Elias Carpenter;Male;33;1212;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
307462022-03-01;01/03/2022;30746;Darnell Dickerson;Male;29;1739,06;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
305542022-03-01;01/03/2022;30554;Kareem Huff;Male;34;1735,07;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
292202022-03-01;01/03/2022;29220;Muhammad Copeland;Male;21;1735,07;Professionals;The Parkview at Golden Gate;Goiania;Goias;Construction Site;Residential;2022-03
